id,gender,race,age,path,mask
000001,female,Asian,45,000001_female_Asian_45,mask1
000001,female,Asian,45,000001_female_Asian_45,mask2
000001,female,Asian,45,000001_female_Asian_45,mask3
000001,female,Asian,45,000001_female_Asian_45,mask4
000001,female,Asian,45,000001_female_Asian_45,mask5
000001,female,Asian,45,000001_female_Asian_45,normal
000001,female,Asian,45,000001_female_Asian_45,incorrect_mask
000002,female,Asian,52,000002_female_Asian_52,mask1
000002,female,Asian,52,000002_female_Asian_52,mask2
000002,female,Asian,52,000002_female_Asian_52,mask3
000002,female,Asian,52,000002_female_Asian_52,mask4
000002,female,Asian,52,000002_female_Asian_52,mask5
000002,female,Asian,52,000002_female_Asian_52,normal
000002,female,Asian,52,000002_female_Asian_52,incorrect_mask
000004,male,Asian,54,000004_male_Asian_54,mask1
000004,male,Asian,54,000004_male_Asian_54,mask2
000004,male,Asian,54,000004_male_Asian_54,mask3
000004,male,Asian,54,000004_male_Asian_54,mask4
000004,male,Asian,54,000004_male_Asian_54,mask5
000004,male,Asian,54,000004_male_Asian_54,normal
000004,male,Asian,54,000004_male_Asian_54,incorrect_mask
000005,female,Asian,58,000005_female_Asian_58,mask1
000005,female,Asian,58,000005_female_Asian_58,mask2
000005,female,Asian,58,000005_female_Asian_58,mask3
000005,female,Asian,58,000005_female_Asian_58,mask4
000005,female,Asian,58,000005_female_Asian_58,mask5
000005,female,Asian,58,000005_female_Asian_58,normal
000005,female,Asian,58,000005_female_Asian_58,incorrect_mask
000006,female,Asian,59,000006_female_Asian_59,mask1
000006,female,Asian,59,000006_female_Asian_59,mask2
000006,female,Asian,59,000006_female_Asian_59,mask3
000006,female,Asian,59,000006_female_Asian_59,mask4
000006,female,Asian,59,000006_female_Asian_59,mask5
000006,female,Asian,59,000006_female_Asian_59,normal
000006,female,Asian,59,000006_female_Asian_59,incorrect_mask
000007,female,Asian,58,000007_female_Asian_58,mask1
000007,female,Asian,58,000007_female_Asian_58,mask2
000007,female,Asian,58,000007_female_Asian_58,mask3
000007,female,Asian,58,000007_female_Asian_58,mask4
000007,female,Asian,58,000007_female_Asian_58,mask5
000007,female,Asian,58,000007_female_Asian_58,normal
000007,female,Asian,58,000007_female_Asian_58,incorrect_mask
000008,female,Asian,58,000008_female_Asian_58,mask1
000008,female,Asian,58,000008_female_Asian_58,mask2
000008,female,Asian,58,000008_female_Asian_58,mask3
000008,female,Asian,58,000008_female_Asian_58,mask4
000008,female,Asian,58,000008_female_Asian_58,mask5
000008,female,Asian,58,000008_female_Asian_58,normal
000008,female,Asian,58,000008_female_Asian_58,incorrect_mask
000009,female,Asian,56,000009_female_Asian_56,mask1
000009,female,Asian,56,000009_female_Asian_56,mask2
000009,female,Asian,56,000009_female_Asian_56,mask3
000009,female,Asian,56,000009_female_Asian_56,mask4
000009,female,Asian,56,000009_female_Asian_56,mask5
000009,female,Asian,56,000009_female_Asian_56,normal
000009,female,Asian,56,000009_female_Asian_56,incorrect_mask
000010,female,Asian,58,000010_female_Asian_58,mask1
000010,female,Asian,58,000010_female_Asian_58,mask2
000010,female,Asian,58,000010_female_Asian_58,mask3
000010,female,Asian,58,000010_female_Asian_58,mask4
000010,female,Asian,58,000010_female_Asian_58,mask5
000010,female,Asian,58,000010_female_Asian_58,normal
000010,female,Asian,58,000010_female_Asian_58,incorrect_mask
000012,male,Asian,57,000012_male_Asian_57,mask1
000012,male,Asian,57,000012_male_Asian_57,mask2
000012,male,Asian,57,000012_male_Asian_57,mask3
000012,male,Asian,57,000012_male_Asian_57,mask4
000012,male,Asian,57,000012_male_Asian_57,mask5
000012,male,Asian,57,000012_male_Asian_57,normal
000012,male,Asian,57,000012_male_Asian_57,incorrect_mask
000014,female,Asian,58,000014_female_Asian_58,mask1
000014,female,Asian,58,000014_female_Asian_58,mask2
000014,female,Asian,58,000014_female_Asian_58,mask3
000014,female,Asian,58,000014_female_Asian_58,mask4
000014,female,Asian,58,000014_female_Asian_58,mask5
000014,female,Asian,58,000014_female_Asian_58,normal
000014,female,Asian,58,000014_female_Asian_58,incorrect_mask
000015,male,Asian,55,000015_male_Asian_55,mask1
000015,male,Asian,55,000015_male_Asian_55,mask2
000015,male,Asian,55,000015_male_Asian_55,mask3
000015,male,Asian,55,000015_male_Asian_55,mask4
000015,male,Asian,55,000015_male_Asian_55,mask5
000015,male,Asian,55,000015_male_Asian_55,normal
000015,male,Asian,55,000015_male_Asian_55,incorrect_mask
000016,female,Asian,58,000016_female_Asian_58,mask1
000016,female,Asian,58,000016_female_Asian_58,mask2
000016,female,Asian,58,000016_female_Asian_58,mask3
000016,female,Asian,58,000016_female_Asian_58,mask4
000016,female,Asian,58,000016_female_Asian_58,mask5
000016,female,Asian,58,000016_female_Asian_58,normal
000016,female,Asian,58,000016_female_Asian_58,incorrect_mask
000018,female,Asian,59,000018_female_Asian_59,mask1
000018,female,Asian,59,000018_female_Asian_59,mask2
000018,female,Asian,59,000018_female_Asian_59,mask3
000018,female,Asian,59,000018_female_Asian_59,mask4
000018,female,Asian,59,000018_female_Asian_59,mask5
000018,female,Asian,59,000018_female_Asian_59,normal
000018,female,Asian,59,000018_female_Asian_59,incorrect_mask
000019,female,Asian,57,000019_female_Asian_57,mask1
000019,female,Asian,57,000019_female_Asian_57,mask2
000019,female,Asian,57,000019_female_Asian_57,mask3
000019,female,Asian,57,000019_female_Asian_57,mask4
000019,female,Asian,57,000019_female_Asian_57,mask5
000019,female,Asian,57,000019_female_Asian_57,normal
000019,female,Asian,57,000019_female_Asian_57,incorrect_mask
000020,female,Asian,50,000020_female_Asian_50,mask1
000020,female,Asian,50,000020_female_Asian_50,mask2
000020,female,Asian,50,000020_female_Asian_50,mask3
000020,female,Asian,50,000020_female_Asian_50,mask4
000020,female,Asian,50,000020_female_Asian_50,mask5
000020,female,Asian,50,000020_female_Asian_50,normal
000020,female,Asian,50,000020_female_Asian_50,incorrect_mask
000021,female,Asian,54,000021_female_Asian_54,mask1
000021,female,Asian,54,000021_female_Asian_54,mask2
000021,female,Asian,54,000021_female_Asian_54,mask3
000021,female,Asian,54,000021_female_Asian_54,mask4
000021,female,Asian,54,000021_female_Asian_54,mask5
000021,female,Asian,54,000021_female_Asian_54,normal
000021,female,Asian,54,000021_female_Asian_54,incorrect_mask
000022,female,Asian,58,000022_female_Asian_58,mask1
000022,female,Asian,58,000022_female_Asian_58,mask2
000022,female,Asian,58,000022_female_Asian_58,mask3
000022,female,Asian,58,000022_female_Asian_58,mask4
000022,female,Asian,58,000022_female_Asian_58,mask5
000022,female,Asian,58,000022_female_Asian_58,normal
000022,female,Asian,58,000022_female_Asian_58,incorrect_mask
000023,female,Asian,55,000023_female_Asian_55,mask1
000023,female,Asian,55,000023_female_Asian_55,mask2
000023,female,Asian,55,000023_female_Asian_55,mask3
000023,female,Asian,55,000023_female_Asian_55,mask4
000023,female,Asian,55,000023_female_Asian_55,mask5
000023,female,Asian,55,000023_female_Asian_55,normal
000023,female,Asian,55,000023_female_Asian_55,incorrect_mask
000024,female,Asian,58,000024_female_Asian_58,mask1
000024,female,Asian,58,000024_female_Asian_58,mask2
000024,female,Asian,58,000024_female_Asian_58,mask3
000024,female,Asian,58,000024_female_Asian_58,mask4
000024,female,Asian,58,000024_female_Asian_58,mask5
000024,female,Asian,58,000024_female_Asian_58,normal
000024,female,Asian,58,000024_female_Asian_58,incorrect_mask
000025,female,Asian,49,000025_female_Asian_49,mask1
000025,female,Asian,49,000025_female_Asian_49,mask2
000025,female,Asian,49,000025_female_Asian_49,mask3
000025,female,Asian,49,000025_female_Asian_49,mask4
000025,female,Asian,49,000025_female_Asian_49,mask5
000025,female,Asian,49,000025_female_Asian_49,normal
000025,female,Asian,49,000025_female_Asian_49,incorrect_mask
000026,female,Asian,56,000026_female_Asian_56,mask1
000026,female,Asian,56,000026_female_Asian_56,mask2
000026,female,Asian,56,000026_female_Asian_56,mask3
000026,female,Asian,56,000026_female_Asian_56,mask4
000026,female,Asian,56,000026_female_Asian_56,mask5
000026,female,Asian,56,000026_female_Asian_56,normal
000026,female,Asian,56,000026_female_Asian_56,incorrect_mask
000028,female,Asian,58,000028_female_Asian_58,mask1
000028,female,Asian,58,000028_female_Asian_58,mask2
000028,female,Asian,58,000028_female_Asian_58,mask3
000028,female,Asian,58,000028_female_Asian_58,mask4
000028,female,Asian,58,000028_female_Asian_58,mask5
000028,female,Asian,58,000028_female_Asian_58,normal
000028,female,Asian,58,000028_female_Asian_58,incorrect_mask
000029,female,Asian,58,000029_female_Asian_58,mask1
000029,female,Asian,58,000029_female_Asian_58,mask2
000029,female,Asian,58,000029_female_Asian_58,mask3
000029,female,Asian,58,000029_female_Asian_58,mask4
000029,female,Asian,58,000029_female_Asian_58,mask5
000029,female,Asian,58,000029_female_Asian_58,normal
000029,female,Asian,58,000029_female_Asian_58,incorrect_mask
000030,female,Asian,55,000030_female_Asian_55,mask1
000030,female,Asian,55,000030_female_Asian_55,mask2
000030,female,Asian,55,000030_female_Asian_55,mask3
000030,female,Asian,55,000030_female_Asian_55,mask4
000030,female,Asian,55,000030_female_Asian_55,mask5
000030,female,Asian,55,000030_female_Asian_55,normal
000030,female,Asian,55,000030_female_Asian_55,incorrect_mask
000031,female,Asian,54,000031_female_Asian_54,mask1
000031,female,Asian,54,000031_female_Asian_54,mask2
000031,female,Asian,54,000031_female_Asian_54,mask3
000031,female,Asian,54,000031_female_Asian_54,mask4
000031,female,Asian,54,000031_female_Asian_54,mask5
000031,female,Asian,54,000031_female_Asian_54,normal
000031,female,Asian,54,000031_female_Asian_54,incorrect_mask
